,Make,Ex-Showroom_Price,Displacement,Fuel_Tank_Capacity,Fuel_Type,City_Mileage,Type
971,Kia Seltos Htk Plus 1.5,"Rs. 11,49,000",1497 cc,60 litres,Petrol,,Manual
972,Kia Seltos Htx 1.5,"Rs. 13,09,000",1497 cc,60 litres,Petrol,,Manual
973,Kia Seltos Htx Cvt 1.5,"Rs. 14,09,000",1497 cc,60 litres,Petrol,,Automatic
974,Kia Seltos Hte 1.5 Diesel,"Rs. 10,34,000",1493 cc,60 litres,Diesel,,Manual
975,Kia Seltos Htk 1.5 Diesel,"Rs. 11,54,000",1493 cc,60 litres,Diesel,,Manual
976,Kia Seltos Htk Plus 1.5 Diesel,"Rs. 12,54,000",1493 cc,60 litres,Diesel,,Manual
977,Kia Seltos Htk Plus At 1.5 Diesel,"Rs. 13,54,000",1493 cc,60 litres,Diesel,,Automatic
978,Kia Seltos Htx Plus 1.5 Diesel,"Rs. 15,34,000",1493 cc,60 litres,Diesel,,Manual
979,Kia Seltos Htx Plus At 1.5 Diesel,"Rs. 16,34,000",1493 cc,60 litres,Diesel,,Automatic
980,Kia Seltos Gtk 1.4,"Rs. 13,79,000",1353 cc,50 litres,Petrol,,Manual
981,Kia Seltos Gtx 1.4,"Rs. 15,29,000",1353 cc,50 litres,Petrol,,Manual
982,Kia Seltos Gtx At 1.4,"Rs. 16,29,000",1353 cc,50 litres,Petrol,,DCT
983,Kia Seltos Gtx Plus 1.4,"Rs. 16,29,000",1353 cc,50 litres,Petrol,,Manual
984,Kia Seltos Htx 1.5 Diesel,"Rs. 14,14,000",1493 cc,60 litres,Diesel,,Manual
985,Nissan Terrano Xe D 85Ps,"Rs. 9,99,900",1461 cc,50 litres,Diesel,17.1 km/litre,Manual
986,Nissan Terrano Xv D Premium 110 Ps Amt,"Rs. 14,64,900",1461 cc,50 litres,Diesel,16 km/litre,Automatic
987,Nissan Terrano Xl (P),"Rs. 9,99,900",1598 cc,50 litres,Petrol,10.1 km/litre,Manual
988,Nissan Terrano Xl D(O),"Rs. 12,35,700",1461 cc,50 litres,Diesel,17.1 km/litre,Manual
989,Nissan Terrano Xv D Premium 110 Ps,"Rs. 14,19,900",1461 cc,50 litres,Diesel,16 km/litre,Manual
990,Nissan Terrano Sport Edition,"Rs. 12,35,700",1461 cc,50 litres,Diesel,17.1 km/litre,Manual
991,Tata Safari Storme 2.2 Lx 4X2,"Rs. 11,09,005",2179 cc,63 litres,Diesel,10.8 km/litre,Manual
992,Tata Safari Storme 2.2 Ex 4X2,"Rs. 13,35,158",2179 cc,63 litres,Diesel,10.8 km/litre,Manual
993,Tata Safari Storme 2.2 Vx 4X2 Varicor 400,"Rs. 14,79,574",2179 cc,63 litres,Diesel,10.8 km/litre,Manual
994,Tata Safari Storme 2.2 Vx 4X4 Varicor 400,"Rs. 16,43,829",2179 cc,63 litres,Diesel,"13,93 km/litre",Manual
995,Mg Hector 1.5L Style,"Rs. 12,48,000",1500 cc,,Petrol,,Manual
996,Mg Hector 2.0L Style,"Rs. 13,48,000",2000 cc,,Diesel,,Manual
997,Mg Hector 2.0L Super,"Rs. 14,48,000",2000 cc,,Diesel,,Manual
998,Mg Hector 2.0L Smart,"Rs. 15,88,000",2000 cc,,Diesel,,Manual
999,Mg Hector 2.0L Sharp,"Rs. 17,28,000",2000 cc,,Diesel,,Manual
1000,Mg Hector 1.5L Super,"Rs. 13,28,000",1500 cc,,Petrol,,Manual
1001,Mg Hector 1.5L Super Hybrid,"Rs. 13,88,000",1500 cc,,Hybrid,,Manual
1002,Mg Hector 1.5L Sharp Hybrid,"Rs. 16,28,000",1500 cc,,Hybrid,,Manual
1003,Mg Hector 1.5L Smart Hybrid,"Rs. 14,98,000",1500 cc,,Hybrid,,Manual
1004,Mg Hector 1.5L Smart Dct,"Rs. 15,68,000",1500 cc,,Petrol,,DCT
1005,Mg Hector 1.5L Sharp Dct,"Rs. 17,18,000",1500 cc,,Petrol,,DCT
1006,Tata Nexon Ev Xm,"Rs. 13,99,000",,,Electric,,Automatic
1007,Tata Nexon Ev Xz Plus,"Rs. 14,99,000",,,Electric,,Automatic
1008,Tata Nexon Ev Xz Plus Lux,"Rs. 15,99,000",,,Electric,,Automatic
1009,Hyundai Elantra S,"Rs. 15,89,000",1999 cc,50 litres,Petrol,13.1 km/litre,Manual
1010,Hyundai Elantra Sx,"Rs. 18,49,000",1999 cc,50 litres,Petrol,13.1 km/litre,Manual
1011,Hyundai Elantra Sx At,"Rs. 19,49,000",1999 cc,50 litres,Petrol,13.1 km/litre,AMT
1012,Hyundai Elantra Sx(O) At,"Rs. 20,39,000",1999 cc,50 litres,Petrol,13.1 km/litre,AMT
1013,Hyundai Tucson 2Wd Mt Diesel,"Rs. 20,79,717",1995 cc,62 litres,Diesel,"16,38 km/litre",Manual
1014,Hyundai Tucson 2Wd Mt Petrol,"Rs. 18,76,656",1999 cc,62 litres,Petrol,"13,3 km/litre",Manual
1015,Hyundai Tucson 2Wd At Gl Diesel,"Rs. 23,64,354",1995 cc,62 litres,Diesel,"16,38 km/litre",Automatic
1016,Hyundai Tucson 2Wd At Gl Petrol,"Rs. 21,87,384",1999 cc,62 litres,Petrol,"13,3 km/litre",Automatic
1017,Hyundai Tucson 4Wd At Gls Diesel,"Rs. 26,97,417",1995 cc,62 litres,Diesel,16.38 km/litre,Automatic
1018,Hyundai Tucson 2Wd At Gls Petrol,"Rs. 23,73,522",1999 cc,62 litres,Petrol,13.3 km/litre,Automatic
1019,Hyundai Tucson 2Wd At Gl(O) Petrol,"Rs. 22,46,749",1999 cc,62 litres,Petrol,13.3 km/litre,Automatic
1020,Hyundai Tucson 2Wd At Gl(O) Diesel,"Rs. 24,23,720",1995 cc,62 litres,Diesel,16.38 km/litre,Automatic
1021,Volkswagen Passat 2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,55 litres,Diesel,,Automatic
1022,Volkswagen Passat 2.0 Tdi Highline,"Rs. 33,21,500",1968 cc,66 litres,Diesel,,Automatic
1023,Volkswagen Passat 2.0 Tdi Comfortline Connect,"Rs. 25,99,000",1968 cc,55 litres,Diesel,,Automatic
1024,Volkswagen Passat 2.0 Tdi Highline Connect,"Rs. 28,99,000",1968 cc,66 litres,Diesel,,Automatic
1025, Mercedes-Benz A-Class 180,"Rs. 27,85,288",1595 cc,50 litres,Petrol,12.03 km/litre,Automatic
1026, Mercedes-Benz A-Class 200D,"Rs. 28,86,871",2143 cc,50 litres,Diesel,12.03 km/litre,Automatic
1027,Volvo V40 Cross Country D3,"Rs. 32,83,000",1984 cc,60 litres,Diesel,13.05 km/litre,Automatic
1028,Volvo V40 Cross Country T4,"Rs. 29,62,000",1596 cc,50 litres,Petrol,12 km/litre,Automatic
1029,Mini Countryman Cooper S,"Rs. 34,90,000",1998 cc,47 litres,Petrol,,Automatic
1030,Mini Countryman Cooper Sd,"Rs. 37,40,000",1998 cc,47 litres,Diesel,,Automatic
1031,Mini Countryman Cooper S Jcw Inspired,"Rs. 41,40,000",1998 cc,47 litres,Petrol,,Automatic
1032,Mini Countryman Black Edition,"Rs. 42,40,000",1998 cc,47 litres,Petrol,,Automatic
1033, Mercedes-Benz C-Class C 220D Prime,"Rs. 40,20,000",1950 cc,66 litres,Diesel,,Automatic
1034, Mercedes-Benz C-Class C 220D Progressive,"Rs. 46,70,000",1950 cc,66 litres,Diesel,,Automatic
1035, Mercedes-Benz C-Class C 300D Amg Line,"Rs. 49,74,750",1950 cc,66 litres,Diesel,,Automatic
1036, Mercedes-Benz C-Class C 43 Amg,"Rs. 75,00,000",3982 cc,66 litres,Petrol,,Automatic
1037, Mercedes-Benz C-Class C 200 Prime,"Rs. 40,90,000",1497 cc,66 litres,Petrol,,Automatic
1038, Mercedes-Benz C-Class C 200 Progressive,"Rs. 46,54,000",1497 cc,66 litres,Petrol,,Automatic
1039,Toyota Prius Z8,"Rs. 45,09,000",1798 cc,43 litres,Hybrid,15.1 km/litre,Automatic
1040,Lexus Es 300H,"Rs. 56,95,000",2487 cc,,Hybrid,17.8 km/litre,Automatic
1041,Lexus Nx 300H F-Sport,"Rs. 60,60,000",2494 cc,56 litres,Petrol,,Automatic
1042,Lexus Nx 300H Luxury,"Rs. 59,90,000",2494 cc,56 litres,Petrol,,Automatic
1043,Jaguar F-Pace Prestige,"Rs. 64,63,780",1999 cc,60 litres,Diesel,21.27 km/litre,Automatic
1044,Jaguar F-Pace Prestige Petrol,"Rs. 64,22,809",1997 cc,60 litres,Petrol,,Automatic
1045,Volvo V90 Cross Country D5 Inscription,"Rs. 65,31,000",1969 cc,60 litres,Diesel,13.2 km/litre,Automatic
1046,Audi A5 Cabriolet 2.0 Tdi,"Rs. 69,48,200",1968 cc,58 litres,Diesel,,Automatic
1047, Mercedes-Benz Gle 300D 4Matic,"Rs. 73,70,000",1950 cc,93 litres,Diesel,,Automatic
1048, Mercedes-Benz Gle 400D 4Matic Hip Hop Edition,"Rs. 1,25,00,000",2925 cc,93 litres,Diesel,,Automatic
1049, Mercedes-Benz Cls 300D,"Rs. 84,70,000",1950 cc,,Diesel,,Automatic
1050,Bmw X7 Xdrive 40I,"Rs. 1,04,90,000",2998 cc,80 litres,Petrol,,Automatic
1051,Bmw X7 Xdrive30D Dpe Signature,"Rs. 1,02,50,000",2993 cc,80 litres,Diesel,,Automatic
1052,Bmw M4 Coupe,"Rs. 1,35,90,000",2979 cc,60 litres,Petrol,7.32 km/litre,Automatic
1053,Porsche 911 Carrera S,"Rs. 1,74,20,000",2981 cc,64 litres,Petrol,7.9 km/litre,Automatic
1054,Porsche 911 Carrera S Cabriolet,"Rs. 1,88,44,000",2981 cc,64 litres,Petrol,11.6 km/litre,Automatic
1055,Nissan Gtr 3.8 V6,"Rs. 2,12,40,272",3799 cc,74 litres,Petrol,9 km/litre,Automatic
1056,Aston Martin Vantage Coupe,"Rs. 2,95,00,000",3982 cc,73 litres,Petrol,5 km/litre,Automatic
1057,Aston Martin Rapide Luxe,"Rs. 3,88,45,823",5935 cc,90.5 litres,Petrol,9.1 km/litre,Automatic
1058,Ferrari 812 Superfast Superfast,"Rs. 5,20,00,000",6496 cc,92 litres,Petrol,,Automatic
1059,Maruti Suzuki Alto 800 Tour H1,"Rs. 3,54,235",796 cc,35 litres,Petrol,18 km/litre,Manual
1060,Maruti Suzuki Alto 800 Tour H1 (O),"Rs. 3,56,559",796 cc,35 litres,Petrol,18 km/litre,Manual
1061,Hyundai Grand I10 Nios Magna 1.2 Crdi,"Rs. 6,75,090",1186 cc,37 litres,Diesel,20.7 km/litre,Manual
1062,Hyundai Grand I10 Nios Era 1.2 Vtvt,"Rs. 5,04,990",1197 cc,37 litres,Petrol,,Manual
1063,Hyundai Grand I10 Nios Magna 1.2 Vtvt,"Rs. 5,89,610",1197 cc,37 litres,Petrol,,Manual
1064,Hyundai Grand I10 Nios Magna Amt 1.2 Vtvt,"Rs. 6,42,610",1197 cc,37 litres,Petrol,,Automatic
1065,Hyundai Grand I10 Nios Sportz 1.2 Vtvt,"Rs. 6,43,350",1197 cc,37 litres,Petrol,,Manual
1066,Hyundai Grand I10 Nios Sportz Amt 1.2 Vtvt,"Rs. 7,03,350",1197 cc,37 litres,Petrol,,Automatic
1067,Hyundai Grand I10 Nios Sportz Dual Tone 1.2 Vtvt,"Rs. 6,73,350",1197 cc,37 litres,Petrol,,Manual
1068,Hyundai Grand I10 Nios Asta 1.2 Vtvt,"Rs. 7,18,950",1197 cc,37 litres,Petrol,,Manual
1069,Hyundai Grand I10 Nios Sportz Amt 1.2 Crdi,"Rs. 7,90,350",1186 cc,37 litres,Diesel,,Automatic
1070,Hyundai Grand I10 Nios Asta 1.2 Crdi,"Rs. 8,04,450",1186 cc,37 litres,Diesel,,Manual
1071,Hyundai Xcent S 1.2,"Rs. 6,43,769",1197 cc,43 litres,Petrol,15.7 km/litre,Manual
1072,Hyundai Xcent S At 1.2,"Rs. 7,33,734",1197 cc,43 litres,Petrol,15.7 km/litre,Automatic
1073,Hyundai Xcent Sx 1.2,"Rs. 7,05,546",1197 cc,43 litres,Petrol,15.7 km/litre,Manual
1074,Hyundai Xcent Sx 1.2 (O),"Rs. 7,82,346",1197 cc,43 litres,Petrol,15.7 km/litre,Manual
1075,Hyundai Xcent S 1.2 Crdi,"Rs. 7,42,033",1120 cc,43 litres,Diesel,19 km/litre,Manual
1076,Hyundai Xcent E,"Rs. 5,81,078",1197 cc,43 litres,Petrol,15.7 km/litre,Manual
1077,Hyundai Xcent Sx 1.2 Crdi,"Rs. 7,98,558",1120 cc,43 litres,Diesel,19 km/litre,Manual
1078,Hyundai Xcent Sx 1.2 Crdi (O),"Rs. 8,75,358",1120 cc,43 litres,Diesel,19 km/litre,Manual
1079,Hyundai Xcent E Crdi,"Rs. 6,73,261",1197 cc,43 litres,Diesel,19 km/litre,Manual
1080,Nissan Micra Xl (O) Cvt,"Rs. 6,62,880",1198 cc,41 litres,Petrol,,Automatic
1081,Nissan Micra Xv Cvt,"Rs. 7,81,686",1198 cc,41 litres,Petrol,,Automatic
1082,Nissan Micra Xld (O),"Rs. 7,43,504",1461 cc,41 litres,Diesel,,Manual
1083,Nissan Micra Xvd,"Rs. 8,12,964",1461 cc,41 litres,Diesel,19.5 km/litre,Manual
1084,Mahindra Bolero Zlx,"Rs. 9,42,263",2523 cc,60 litres,Diesel,9.4 km/litre,Manual
1085,Mahindra Bolero Slx,"Rs. 9,17,055",2523 cc,60 litres,Diesel,12.3 km/litre,Manual
1086,Mahindra Bolero Sle,"Rs. 8,60,720",2523 cc,60 litres,Diesel,12.3 km/litre,Manual
1087,Mahindra Bolero Ex,"Rs. 8,15,883",2523 cc,60 litres,Diesel,9.4 km/litre,Manual
1088,Mahindra Bolero Ex Non Ac,"Rs. 7,73,678",2523 cc,60 litres,Diesel,9.4 km/litre,Manual
1089,Maruti Suzuki Ciaz 1.3L Alpha Smart Hybrid,"Rs. 11,02,689",1248 cc,43 litres,Diesel,28.09 km/litre,Manual
1090,Maruti Suzuki Ciaz 1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248 cc,43 litres,Diesel,28.09 km/litre,Manual
1091,Maruti Suzuki Ciaz 1.3L Delta Smart Hybrid,"Rs. 9,80,689",1248 cc,43 litres,Diesel,28.09 km/litre,Manual
1092,Maruti Suzuki Ciaz 1.3L Zeta Smart Hybrid,"Rs. 10,62,689",1248 cc,43 litres,Diesel,28.09 km/litre,Manual
1093,Maruti Suzuki Ciaz 1.5L Sigma Smart Hybrid,"Rs. 8,19,689",1462 cc,43 litres,Petrol,,Manual
1094,Maruti Suzuki Ciaz 1.5L Delta Smart Hybrid,"Rs. 8,81,689",1462 cc,43 litres,Petrol,,Manual
1095,Maruti Suzuki Ciaz 1.5L Zeta Smart Hybrid,"Rs. 9,58,689",1462 cc,43 litres,Petrol,21.56 km/litre,Manual
1096,Maruti Suzuki Ciaz 1.5L Alpha Smart Hybrid,"Rs. 9,97,689",1462 cc,43 litres,Petrol,,Manual
1097,Maruti Suzuki Ciaz 1.5L Delta At Smart Hybrid,"Rs. 9,80,689",1462 cc,43 litres,Petrol,,Automatic
1098,Maruti Suzuki Ciaz 1.5L Zeta At Smart Hybrid,"Rs. 10,58,688",1462 cc,43 litres,Petrol,,Automatic
1099,Maruti Suzuki Ciaz 1.5L Alpha At Smart Hybrid,"Rs. 10,98,689",1462 cc,43 litres,Petrol,,Automatic
1100,Maruti Suzuki Ciaz 1.5L Alpha,"Rs. 11,38,189",1498 cc,43 litres,Diesel,26.82 km/litre,Manual
1101,Maruti Suzuki Ciaz 1.5L Delta,"Rs. 9,97,689",1498 cc,43 litres,Diesel,"26,032 km/litre",Manual
1102,Maruti Suzuki Ciaz 1.5L Zeta,"Rs. 11,09,189",1498 cc,43 litres,Diesel,26.32 km/litre,Manual
1103,Skoda Rapid 1.6 Mpi Ambition,"Rs. 9,98,599",1598 cc,55 litres,Petrol,12 km/litre,Manual
1104,Skoda Rapid 1.5 Tdi Cr Active,"Rs. 10,06,139",1498 cc,55 litres,Diesel,14.5 km/litre,Manual
1105,Skoda Rapid 1.6 Mpi Active,"Rs. 8,81,916",1598 cc,55 litres,Petrol,12 km/litre,Manual
1106,Skoda Rapid 1.5 Tdi Cr Ambition,"Rs. 11,29,599",1498 cc,55 litres,Diesel,14.5 km/litre,Manual
1107,Skoda Rapid 1.5 Tdi Cr Ambition At,"Rs. 12,49,599",1498 cc,55 litres,Diesel,14.5 km/litre,Automatic
1108,Skoda Rapid 1.6 Mpi Style At,"Rs. 12,43,599",1598 cc,55 litres,Petrol,12 km/litre,Automatic
1109,Skoda Rapid 1.5 Tdi Cr Style At,"Rs. 13,99,599",1498 cc,55 litres,Diesel,18 km/litre,Automatic
1110,Skoda Rapid 1.5 Tdi Cr Style,"Rs. 12,73,599",1498 cc,55 litres,Diesel,18 km/litre,Manual
1111,Skoda Rapid 1.6 Mpi Style,"Rs. 11,15,599",1598 cc,55 litres,Petrol,12 km/litre,Manual
1112,Skoda Rapid 1.6 Mpi Ambition At,"Rs. 9,99,599",1598 cc,55 litres,Petrol,12 km/litre,Automatic
1113,Skoda Rapid Onyx Mt Petrol,"Rs. 9,75,599",1598 cc,55 litres,Petrol,12 km/litre,Manual
1114,Skoda Rapid Onyx At Petrol,"Rs. 10,99,599",1598 cc,55 litres,Petrol,12 km/litre,Automatic
1115,Skoda Rapid Onyx Mt Diesel,"Rs. 11,58,599",1498 cc,55 litres,Diesel,18 km/litre,Manual
1116,Skoda Rapid Onyx At Diesel,"Rs. 12,73,599",1498 cc,55 litres,Diesel,18 km/litre,Automatic
1117,Fiat Abarth Punto 1.4 T-Jet,"Rs. 9,80,970",1368 cc,,Petrol,17 km/litre,Manual
1118,Hyundai Creta 1.4 Crdi E Plus,"Rs. 9,99,990",1396 cc,55 litres,Diesel,21.38 km/litre,Manual
1119,Hyundai Creta 1.6 Vtvt E Plus,"Rs. 9,99,990",1591 cc,55 litres,Petrol,15.29 km/litre,Manual
1120,Hyundai Creta 1.6 Vtvt Sx,"Rs. 12,32,534",1591 cc,55 litres,Petrol,15.29 km/litre,Manual
1121,Hyundai Creta 1.6 Vtvt Sx (O),"Rs. 13,94,437",1591 cc,55 litres,Petrol,15.29 km/litre,Manual
1122,Hyundai Creta 1.6 Vtvt Sx At,"Rs. 13,77,363",1591 cc,55 litres,Petrol,15.29 km/litre,Automatic
1123,Hyundai Creta 1.6 Vtvt Sx Dual Tone,"Rs. 12,87,041",1591 cc,55 litres,Petrol,15.29 km/litre,Automatic
1124,Hyundai Creta 1.4 Crdi S,"Rs. 11,97,919",1396 cc,55 litres,Diesel,21.38 km/litre,Manual
1125,Hyundai Creta 1.6 Crdi Sx,"Rs. 13,66,797",1582 cc,55 litres,Diesel,17.01 km/litre,Manual
1126,Hyundai Creta 1.6 Crdi Sx (O),"Rs. 15,43,564",1582 cc,55 litres,Diesel,17.01 km/litre,Manual
1127,Hyundai Creta 1.6 Crdi Sx At,"Rs. 15,27,395",1582 cc,55 litres,Diesel,17.01 km/litre,Automatic
1128,Hyundai Creta 1.6 Crdi Sx Dual Tone,"Rs. 14,21,208",1582 cc,55 litres,Diesel,17.01 km/litre,Manual
1129,Hyundai Creta 1.6 Crdi S At,"Rs. 13,36,033",1582 cc,55 litres,Diesel,17.01 km/litre,Automatic
1130,Hyundai Creta 1.6 Vtvt Sx (O) Executive,"Rs. 14,22,937",1591 cc,55 litres,Petrol,15.29 km/litre,Manual
1131,Hyundai Creta 1.6 Crdi Sx (O) Executive,"Rs. 15,72,064",1582 cc,55 litres,Diesel,17.01 km/litre,Manual
1132,Hyundai Creta 1.4 Crdi Ex,"Rs. 11,07,167",1396 cc,55 litres,Diesel,21.38 km/litre,Manual
1133,Hyundai Creta 1.6 Vtvt Ex,"Rs. 10,92,192",1591 cc,55 litres,Petrol,15.29 km/litre,Manual
1134,Hyundai Creta Sports Edition Petrol,"Rs. 12,79,983",1591 cc,55 litres,Petrol,15.29 km/litre,Manual
1135,Hyundai Creta Sports Edition Diesel,"Rs. 14,14,247",1582 cc,55 litres,Diesel,,Manual
1136,Tata Harrier Revotorq Xe,"Rs. 13,45,363",1956 cc,50 litres,Diesel,,Manual
1137,Tata Harrier Revotorq Xm,"Rs. 14,71,368",1956 cc,50 litres,Diesel,,Manual
1138,Tata Harrier Revotorq Xt,"Rs. 15,91,368",1956 cc,50 litres,Diesel,,Manual
1139,Tata Harrier Revotorq Xz,"Rs. 17,21,368",1956 cc,50 litres,Diesel,,Manual
1140,Tata Harrier Revotorq Xz Dual Tone,"Rs. 17,32,231",1956 cc,50 litres,Diesel,,Manual
1141,Tata Harrier Revotorq Dark Edition,"Rs. 17,30,755",1956 cc,50 litres,Diesel,,Manual
1142,Isuzu Dmax V-Cross Standard,"Rs. 16,54,783",2499 cc,,Diesel,7.3 km/litre,Manual
1143,Isuzu Dmax V-Cross High Z,"Rs. 18,06,813",2499 cc,,Diesel,7.3 km/litre,Manual
1144,Isuzu Dmax V-Cross Z Prestige,"Rs. 19,99,000",1898 cc,,Diesel,7.3 km/litre,Automatic
1145,Mitsubishi Outlander 2.4L Outlander,"Rs. 26,93,000",2360 cc,60 litres,Petrol,,Automatic
1146, Mercedes-Benz Gla-Class 200 Sport,"Rs. 34,38,000",1991 cc,50 litres,Petrol,10 km/litre,Automatic
1147, Mercedes-Benz Gla-Class 200 D Style,"Rs. 32,33,000",2143 cc,70 litres,Diesel,13.4 km/litre,Automatic
1148, Mercedes-Benz Gla-Class 200 D Sport,"Rs. 35,64,000",2143 cc,70 litres,Diesel,13.4 km/litre,Automatic
1149, Mercedes-Benz Gla-Class 45 Amg 4Matic,"Rs. 77,84,944",1991 cc,50 litres,Petrol,10.2 km/litre,Automatic
1150, Mercedes-Benz Gla-Class 220 D 4Matic,"Rs. 38,64,000",2143 cc,70 litres,Diesel,13.4 km/litre,Automatic
1151, Mercedes-Benz Gla-Class 45 Aero Edition,"Rs. 80,67,000",1991 cc,50 litres,Petrol,10.2 km/litre,Automatic
1152,Honda Accord Hybrid 2.0 At,"Rs. 43,21,237",1993 cc,60 litres,Hybrid,21 km/litre,Automatic
1153,Bmw 5-Series 520D Luxury Line,"Rs. 59,30,000",1995 cc,70 litres,Diesel,8.4 km/litre,Automatic
1154,Bmw 5-Series 530D M Sport,"Rs. 66,80,000",2993 cc,70 litres,Diesel,13.1 km/litre,Automatic
1155,Bmw 5-Series 530I M Sport,"Rs. 59,80,000",1998 cc,70 litres,Petrol,15.01 km/litre,Automatic
1156,Bmw 6-Series 630D Gt Luxury Line,"Rs. 68,90,000",2993 cc,88 litres,Diesel,,Automatic
1157,Bmw 6-Series 630D Gt M Sport,"Rs. 74,50,000",2993 cc,88 litres,Diesel,,Automatic
1158,Bmw 6-Series 630I Gt Luxury Line,"Rs. 64,40,000",4395 cc,70 litres,Petrol,4.45 km/litre,Automatic
1159,Bmw 6-Series 620D Gt Luxury Line,"Rs. 64,40,000",1995 cc,66 litres,Diesel,,Automatic
1160,Porsche Macan S,"Rs. 85,03,000",2995 cc,65 litres,Petrol,,Automatic
1161,Porsche Macan Base,"Rs. 69,98,000",1984 cc,65 litres,Petrol,,Automatic
1162,Jaguar F-Type 5.0 Convertible R,"Rs. 2,36,59,454",5000 cc,,Petrol,12.05 km/litre,Automatic
1163,Jaguar F-Type 5.0 Coupe R,"Rs. 2,21,55,390",5000 cc,72 litres,Petrol,7.81 km/litre,Automatic
1164,Jaguar F-Type Svr Coupe,"Rs. 2,65,01,830",5000 cc,70 litres,Petrol,,Automatic
1165,Jaguar F-Type Svr Convertible,"Rs. 2,80,04,965",5000 cc,70 litres,Petrol,,Automatic
1166,Jaguar F-Type 2.0L Coupe,"Rs. 90,92,578",1997 cc,63 litres,Petrol,,Automatic
1167,Jaguar F-Type 2.0L Convertible,"Rs. 1,01,44,987",1997 cc,63 litres,Petrol,,Automatic
1168,Jaguar F-Type 2.0 Convertible R Dynamic,"Rs. 1,04,19,200",1997 cc,63 litres,Petrol,,Automatic
1169,Jaguar F-Type 2.0 Coupe R Dynamic,"Rs. 93,66,433",1997 cc,63 litres,Petrol,,Automatic
1170,Bmw M5 Competition,"Rs. 1,54,90,000",4395 cc,68 litres,Petrol,,Automatic
1171,Lexus Lx 570 V8,"Rs. 2,32,90,000",5700 cc,93 litres,Diesel,18 km/litre,Automatic
1172,Ferrari 458 Spider V8,"Rs. 4,33,67,500",3902 cc,86 litres,Petrol,3.2 km/litre,Automatic
1173,Maruti Suzuki R Wagon Vxi,"Rs. 4,79,000",998 cc,32 litres,Petrol,,Manual
1174,Maruti Suzuki R Wagon Vxi Ags,"Rs. 5,26,000",998 cc,32 litres,Petrol,,Automatic
1175,Maruti Suzuki R Wagon 1.2L Zxi,"Rs. 5,48,000",1197 cc,32 litres,Petrol,,Manual
1176,Maruti Suzuki R Wagon Lxi,"Rs. 4,34,000",998 cc,32 litres,Petrol,,Manual
1177,Maruti Suzuki R Wagon 1.2L Vxi,"Rs. 5,13,501",1197 cc,32 litres,Petrol,,Manual
1178,Maruti Suzuki R Wagon 1.2L Vxi Ags,"Rs. 5,60,500",1197 cc,32 litres,Petrol,,Automatic
1179,Maruti Suzuki R Wagon 1.2L Zxi Ags,"Rs. 5,94,800",1197 cc,32 litres,Petrol,,Automatic
1180,Maruti Suzuki R Wagon Lxi (O),"Rs. 4,41,000",998 cc,32 litres,Petrol,,Manual
1181,Maruti Suzuki R Wagon Vxi (O),"Rs. 4,86,001",998 cc,32 litres,Petrol,,Manual
1182,Maruti Suzuki R Wagon 1.2L Vxi (O),"Rs. 5,20,500",1197 cc,32 litres,Petrol,,Manual
1183,Maruti Suzuki R Wagon 1.2L Vxi Ags (O),"Rs. 5,67,500",1197 cc,32 litres,Petrol,,Automatic
1184,Maruti Suzuki R Wagon Vxi Ags (O),"Rs. 5,33,000",998 cc,32 litres,Petrol,,Automatic
1185,Maruti Suzuki R Wagon Lxi Cng,"Rs. 5,00,500",998 cc,32 litres,CNG,,Manual
1186,Maruti Suzuki R Wagon Lxi (O) Cng,"Rs. 5,07,500",998 cc,32 litres,CNG,,Manual
1187,Tata Tiago Nrg 1.2L Revotron,"Rs. 5,94,993",1199 cc,35 litres,Petrol,,Manual
1188,Tata Tiago Nrg 1.05L Revotorq,"Rs. 6,89,993",1047 cc,35 litres,Diesel,,Manual
1189,Tata Tiago Nrg 1.2L Revotron Amt,"Rs. 6,39,993",1199 cc,35 litres,Petrol,,AMT
1190,Mahindra Nuvosport N4,"Rs. 7,97,802",1493 cc,60 litres,Diesel,13.8 km/litre,Manual
1191,Mahindra Nuvosport N6,"Rs. 9,05,642",1493 cc,60 litres,Diesel,13.8 km/litre,Manual
1192,Mahindra Nuvosport N8,"Rs. 9,84,818",1493 cc,60 litres,Diesel,13.8 km/litre,Manual
1193,Mahindra Nuvosport N4 +,"Rs. 8,32,415",1493 cc,,Diesel,13.8 km/litre,Manual
1194,Mahindra Nuvosport N6 Amt,"Rs. 9,72,359",1493 cc,60 litres,Diesel,12.8 km/litre,Automatic
1195,Mahindra Nuvosport N8 Amt,"Rs. 10,48,603",1493 cc,60 litres,Diesel,12.8 km/litre,Automatic
1196,Nissan Kicks Xl Petrol,"Rs. 9,55,000",1498 cc,50 litres,Petrol,,Manual
1197,Nissan Kicks Xv Petrol,"Rs. 10,95,000",1498 cc,50 litres,Petrol,,Manual
1198,Nissan Kicks Xl Diesel,"Rs. 11,09,000",1461 cc,50 litres,Diesel,,Manual
1199,Nissan Kicks Xv Diesel,"Rs. 12,51,000",1461 cc,50 litres,Diesel,,Manual
1200,Nissan Kicks Xv Premium,"Rs. 13,69,000",1461 cc,50 litres,Diesel,,Manual
